seht,n,settlement; arrangement; agreement; truce,settlement; arrangement; agreement; truce,not_edited
sehtlian,v," to settle [a dispute], bring to an agreement","to settle [a dispute], bring to an agreement",edited
sel,n," room, great hall, (large) house, castle","room, great hall, (large) house, castle",edited
selden,adj," rare, infrequent","rare, infrequent",edited
sele,n," great hall, house, dwelling, prison","great hall, house, dwelling, prison",edited
selerædend,n,hall-counsellor,hall-counsellor,not_edited
selfbana,n," one who kills himself, a suicide","one who kills himself, a suicide",edited
selfcwala,n,one who commits suicide (suicider or suicidee),one who commits suicide (suicider or suicidee),not_edited
selfcwalu,n,suicide,suicide,not_edited
selflic,adj," of one's own accord, voluntary, spontaneous","of one's own accord, voluntary, spontaneous",edited
sellan,v," to give, grant","to give, grant",edited
sellend,n,a giver,a giver,not_edited
sellendlic,adj," being given, givable","being given, givable",edited
sellic,adj," strange, fantastic, marvellous, extraordinary","strange, fantastic, marvellous, extraordinary",edited
sencan,v,to make sink,to make sink,not_edited
sendan,v,to send,to send,not_edited
senep,n,mustard,mustard,not_edited
sengan,v," to singe, scorch, burn","to singe, scorch, burn",edited
seo,n,pupil (of the eye),pupil (of the eye),not_edited
seoc,adj,sick,sick,not_edited
seocnes,n," sickness, disease","sickness, disease",edited
seod,n,a moneybag; purse; pouch,a moneybag; purse; pouch,not_edited
seofonfeald,adj,sevenfold,sevenfold,not_edited
seofonnihte,adj,seven days old,seven days old,not_edited
seohtre,n,a pipe through which a small stream is directed; drain,a pipe through which a small stream is directed; drain,not_edited
seolc,n,silk,silk,not_edited
seolcen,adj,made of silk; silken,made of silk; silken,not_edited
seolcwyrm,n,silkworm,silkworm,not_edited
seolfor,n,silver,silver,not_edited
seolh,n,seal (animal),seal (animal),not_edited
seolhyþa,n,waves where the seal swims,waves where the seal swims,not_edited
seomian,v," to lie heavily, lurk, stand close","to lie heavily, lurk, stand close",edited
seon,v,to see,to see,not_edited
seonoþ,n," synod, council, meeting","synod, council, meeting",edited
seonoþlic,adj," synodal, synodic","synodal, synodic",edited
seonu,n," sinew, nerve, tendon","sinew, nerve, tendon",edited
seoslig,adj,afflicted; troubled; vexed,afflicted; troubled; vexed,not_edited
seoþan,v,to cook,to cook,not_edited
sepan,v," to cause to perceive, to teach","to cause to perceive, to teach",edited
set,n,seat,seat,not_edited
setl,n," sitting, residence","sitting, residence",edited
setlgang,n,setting,setting,not_edited
setlgangende,adj,setting (sun),setting (sun),not_edited
settan,v," to set, establish, place, make","to set, establish, place, make",edited
seþan,v," to declare true, affirm, attest","to declare true, affirm, attest",edited
seþend,n,a person who affirms or asserts,a person who affirms or asserts,not_edited
seþung,n,attestation,attestation,not_edited
sibb,n,kinship,kinship,not_edited
sibbegedriht,n,band of kinsmen,band of kinsmen,not_edited
sibbleger,n,incest,incest,not_edited
sibling,n," relative, kinsman","relative, kinsman",edited
sibræden,n," kinship, consanguinity","kinship, consanguinity",edited
sicerian,v,to ooze; to pass through a small opening; seep,to ooze; to pass through a small opening; seep,not_edited
sicettan,v," to sigh, groan","to sigh, groan",edited
sicol,n,sickle,sickle,not_edited
sicor,adj," secure, free from guilt or punishment, safe, free from danger or harm","secure, free from guilt or punishment, safe, free from danger or harm",edited
sicornes,n,certainty,certainty,not_edited
sid,adj," wide, spacious, vast, great, large, broad","wide, spacious, vast, great, large, broad",edited
side,n,side,side,not_edited
sidfæþmed,adj," broad-beamed, broad-bosomed","broad-beamed, broad-bosomed",edited
sidu,n," custom, habit; practice","custom, habit; practice",edited
sieltan,vt,to salt,to salt,not_edited
sien,n," power of sight, vision","power of sight, vision",edited
sierce,n," shirt, chemise","shirt, chemise",edited
siextigfeald,adj,sixtyfold,sixtyfold,not_edited
sife,n,sieve,sieve,not_edited
siftan,v,to sift,to sift,not_edited
sigan,v," to sink, fall","to sink, fall",edited
sige,n," victory, success","victory, success",edited
sigebeam,n," tree of victory, Christian cross","tree of victory, Christian cross",edited
sigegefeoht,n,a victorious battle,a victorious battle,not_edited
sigehreþig,adj,triumphant,triumphant,not_edited
sigelhweorfa,n,a heliotrope flower,a heliotrope flower,not_edited
sigelic,adj,victorious,victorious,not_edited
sigetacen,n,sign of victory,sign of victory,not_edited
siglan,v,to sail,to sail,not_edited
sigor,n," victory, triumph, success","victory, triumph, success",edited
sigorian,v," to vanquish, triumph over, triumph","to vanquish, triumph over, triumph",edited
sigortacen,n,sign of victory,sign of victory,not_edited
sigorwuldor,n,the glory of the victor,the glory of the victor,not_edited
sihþ,n,sight (ability to see),sight (ability to see),not_edited
sima,n," cord, rope","cord, rope",edited
sinc,n,treasure,treasure,not_edited
sincan,v,to sink,to sink,not_edited
sinceald,adj," very cold, frigid","very cold, frigid",edited
sincfag,adj,adorned with treasure,adorned with treasure,not_edited
sincgiefa,n,a lord; the giver of treasures to his thanes,a lord; the giver of treasures to his thanes,not_edited
sinder,n," cinder, ashes","cinder, ashes",edited
sinewealt,adj," round (circular, spherical, or cylindrical)","round (circular, spherical, or cylindrical)",edited
sinewealtnes,n,roundness (circularity or sphericity),roundness (circularity or sphericity),not_edited
singal,adj," continual, everlasting, continuous, constant, perpetual","continual, everlasting, continuous, constant, perpetual",edited
singan,v," to sing, chant","to sing, chant",edited
singrene,n,houseleek,houseleek,not_edited
sinhweorfan,v,to turn or change perpetually,to turn or change perpetually,not_edited
sinnan,v," to heed, care for, mind","to heed, care for, mind",edited
sinniht,n," everlasting night, eternal night","everlasting night, eternal night",edited
sinu,n," sinew, nerve, tendon","sinew, nerve, tendon",edited
sittan,v,to sit,to sit,not_edited
siwian,v,to sew,to sew,not_edited
sixfeald,adj,sixfold,sixfold,not_edited
siþ,adj,late,late,not_edited
siþfæt,n," expedition, journey","expedition, journey",edited
siþian,v," to travel, journey","to travel, journey",edited
slaga,n," a killer, a murderer, a slayer","a killer, a murderer, a slayer",edited
slapian,vt,to cause to sleep,to cause to sleep,not_edited
slaw,adj," slow, inert","slow, inert",edited
slawyrm,n," slowworm, blindworm","slowworm, blindworm",edited
slean,v," to hit, beat, strike, punch","to hit, beat, strike, punch",edited
slecg,n,sledgehammer,sledgehammer,not_edited
slege,n," blow, hit","blow, hit",edited
slegel,n,an instrument for striking a harp; plectrum,an instrument for striking a harp; plectrum,not_edited
slidan,v,to slide,to slide,not_edited
slief,n,sleeve,sleeve,not_edited
sliefescoh,n,slipper,slipper,not_edited
sliefleas,adj,sleeveless,sleeveless,not_edited
sliepan,vt,to slip,to slip,not_edited
sliepescoh,n,slipper,slipper,not_edited
slifan,v," to cut, slip, or slice off","to cut, slip, or slice off",edited
sliht,adj,level; smooth,level; smooth,not_edited
slipor,adj," slippery, not easy to hold, moving easily","slippery, not easy to hold, moving easily",edited
slitan,v," to tear, rend","to tear, rend",edited
sliþe,adj," fierce, cruel, terrible, severe","fierce, cruel, terrible, severe",edited
sloh,n,slough,slough,not_edited
slupan,v," to slip, slide","to slip, slide",edited
slæc,adj,lazy,lazy,not_edited
slæp,n,sleep,sleep,not_edited
slæpan,v,to sleep,to sleep,not_edited
slæpern,n,dormitory,dormitory,not_edited
slæpleas,adj,sleepless,sleepless,not_edited
slæpleast,n," sleeplessness, insomnia","sleeplessness, insomnia",edited
slæwþ,n,sloth; laziness,sloth; laziness,not_edited
smeag,adj," creeping in, penetrating","creeping in, penetrating",edited
smeagan,v," consider, think about","consider, think about",edited
smearcian,v,to smile,to smile,not_edited
smeart,adj," painful, smarting","painful, smarting",edited
smeortan,v,to smart; hurt,to smart; hurt,not_edited
smeortung,n," a smarting, an itching","a smarting, an itching",edited
smeoru,n," fat, grease, suet, tallow","fat, grease, suet, tallow",edited
smeþe,adj,smooth,smooth,not_edited
smicer,adj," beauteous, beautiful, elegant, fair, fine, tasteful","beauteous, beautiful, elegant, fair, fine, tasteful",edited
smitan,v," to daub, smear, pollute, infect","to daub, smear, pollute, infect",edited
smiþ,n,smith,smith,not_edited
smiþian,v," to smith (make out of metal or wood); to fashion, forge","to smith (make out of metal or wood); to fashion, forge",edited
smiþþe,n," a smith's workshop: smithy, forge","a smith's workshop: smithy, forge",edited
smoca,n,smoke,smoke,not_edited
smocian,v,to smoke (emit smoke),to smoke (emit smoke),not_edited
smugan,v," to creep, crawl, move gradually","to creep, crawl, move gradually",edited
smæc,n," smack, taste, flavour","smack, taste, flavour",edited
smæccan,v,to taste; smack,to taste; smack,not_edited
smæl,adj,small,small,not_edited
snaca,n,snake,snake,not_edited
snaed,n,a parcel of wooded land,a parcel of wooded land,not_edited
snaw,n,snow,snow,not_edited
snawig,adj,snowy,snowy,not_edited
snegel,n," a snail or slug, a gastropod","a snail or slug, a gastropod",edited
snican,v,to crawl,to crawl,not_edited
sniwan,v,to snow,to snow,not_edited
sniþan,v," to cut, make an incision in","to cut, make an incision in",edited
snoru,n,daughter-in-law,daughter-in-law,not_edited
snotor,adj," wise, clever, prudent, intelligent, discerning, sagacious","wise, clever, prudent, intelligent, discerning, sagacious",edited
snytan,v,to blow one's nose,to blow one's nose,not_edited
socc,n,sock,sock,not_edited
socn,n,a seeking; search; exploration,a seeking; search; exploration,not_edited
sodomisc,adj,Sodom; sodomitic,Sodom; sodomitic,not_edited
softe,adj,soft,soft,not_edited
sol,n,sun,sun,not_edited
sole,n,sole,sole,not_edited
solian,vt,to soil; become defiled; make or become foul,to soil; become defiled; make or become foul,not_edited
solmonaþ,n,February,February,not_edited
solsece,n,the heliotrope flower,the heliotrope flower,not_edited
son,n," a musical sound; vocal, instrumental","a musical sound; vocal, instrumental",edited
soncræft,n,music,music,not_edited
sorg,n," worry, anxiety","worry, anxiety",edited
sorgian,v,to worry,to worry,not_edited
sorhful,adj," full of care or anxiety, careful, anxious","full of care or anxiety, careful, anxious",edited
sorhleas,adj," free from care or anxiety, secure","free from care or anxiety, secure",edited
sot,n,soot,soot,not_edited
soþ,adj," true, real","true, real",edited
soþgiedd,n,true story,true story,not_edited
soþian,v,to prove true,to prove true,not_edited
soþlic,adj," true, sincere","true, sincere",edited
soþtacen,n,true sign,true sign,not_edited
spadu,n,spade,spade,not_edited
spala,n,substitute,substitute,not_edited
spane,n,teat,teat,not_edited
spann,n," span (of a hand; used as a measurement, typically considered about nine inches)","span (of a hand; used as a measurement, typically considered about nine inches)",edited
spannan,v," to span, clasp, fasten, attach, join, link","to span, clasp, fasten, attach, join, link",edited
sparian,v,to spare,to spare,not_edited
spearca,n,a spark,a spark,not_edited
spearlira,n,calf (of the leg),calf (of the leg),not_edited
spearwa,n,sparrow,sparrow,not_edited
sped,n," success, prosperity","success, prosperity",edited
spedan,v,to have success; to succeed,to have success; to succeed,not_edited
spedig,adj," prosperous, having good speed, successful","prosperous, having good speed, successful",edited
spel,n,news,news,not_edited
spelc,n,a splint; splinter,a splint; splinter,not_edited
spelcan,v,to bind with splints,to bind with splints,not_edited
speld,n,splinter,splinter,not_edited
spelian,v," to substitute for, take the place of","to substitute for, take the place of",edited
spellian,v," to talk, converse","to talk, converse",edited
spendan,vt,to spend,to spend,not_edited
spere,n," spear, lance, pike, javelin","spear, lance, pike, javelin",edited
sperehealf,n,male line of descent,male line of descent,not_edited
spic,n,bacon,bacon,not_edited
spicing,n,spike,spike,not_edited
spildan,v,to destroy,to destroy,not_edited
spilian,v," to play; to make sport of, to revel","to play; to make sport of, to revel",edited
spillan,v,to destroy; spill,to destroy; spill,not_edited
spind,n,fat,fat,not_edited
spinel,n,spindle,spindle,not_edited
spinelhealf,n,female line of descent,female line of descent,not_edited
spinnan,v,to spin,to spin,not_edited
spittan,v,to spit,to spit,not_edited
spitu,n," spit (of wood, metal etc. for roasting meat)","spit (of wood, metal etc. for roasting meat)",edited
spiwan,v," to vomit, spew","to vomit, spew",edited
spiþra,n,spider,spider,not_edited
splott,n,a plot or parcel of land,a plot or parcel of land,not_edited
spon,n," chip, shaving","chip, shaving",edited
spor,n," track, trace","track, trace",edited
spowan,v," to succeed, be successful, thrive","to succeed, be successful, thrive",edited
sprecan,v," to speak, talk","to speak, talk",edited
sprecol,adj," talksome, talkative","talksome, talkative",edited
sprengan,vt,to scatter something,to scatter something,not_edited
spreot,n,pole,pole,not_edited
springan,v," to leap, bound","to leap, bound",edited
spryttan,vi," to spring, sprout, germinate","to spring, sprout, germinate",edited
spræc,n,speech,speech,not_edited
spræcful,adj," talkative, loquacious","talkative, loquacious",edited
spræcleas,adj," speechless, without the power of speech","speechless, without the power of speech",edited
sprædan,v," to spread, expand; outspread, stretch forth","to spread, expand; outspread, stretch forth",edited
spurnan,v," to kick, strike against","to kick, strike against",edited
spyrd,n,stadium,stadium,not_edited
spyrian,v,to track,to track,not_edited
spyrigung,n," enquiry, investigation","enquiry, investigation",edited
spær,adj,scanty,scanty,not_edited
spætan,v,to spit,to spit,not_edited
staca,n,stake,stake,not_edited
stacga,n,stag,stag,not_edited
stalu,n," stealing, theft, robbery","stealing, theft, robbery",edited
stan,n,stone,stone,not_edited
stand,n,delay,delay,not_edited
standan,v,to stand,to stand,not_edited
stanfah,adj,worked with stones; paved,worked with stones; paved,not_edited
stanig,adj," stony, rocky","stony, rocky",edited
staniht,adj," stony, rocky","stony, rocky",edited
stanrocc,n,a high rock; peak,a high rock; peak,not_edited
stanweall,n," stonewall, stone wall, rampart","stonewall, stone wall, rampart",edited
stanweorc,n," stonework, stone building","stonework, stone building",edited
stapol,n,basis,basis,not_edited
starian,v,to stare,to stare,not_edited
staþol,n," foundation, establishment","foundation, establishment",edited
staþolfæst,adj," steadfast, stable, firm","steadfast, stable, firm",edited
staþolfæstlic,adj," steadfast, firm","steadfast, firm",edited
staþolfæstnes,n," steadfastness, stability","steadfastness, stability",edited
staþolfæstnung,n,foundation,foundation,not_edited
staþolian,v,to establish; to found,to establish; to found,not_edited
staþoliend,n,founder,founder,not_edited
staþolnes,n," firmament, foundation","firmament, foundation",edited
staþolung,n," founding, foundation, settling","founding, foundation, settling",edited
staþolæht,n," estate, landed possession","estate, landed possession",edited
stealc,adj,lofty,lofty,not_edited
stealcung,n,the act of going stealthily,the act of going stealthily,not_edited
steall,n," a position, especially one that is standing; position of affairs, state, condition, standing","a position, position of affairs, state, condition, standing",edited
steam,n,steam (water vapor),steam (water vapor),not_edited
steap,adj,steep,steep,not_edited
stearc,adj," severe, stern, harsh","severe, stern, harsh",edited
stearcmod,adj," stubborn, obstinate","stubborn, obstinate",edited
steartlian,v,to kick or struggle,to kick or struggle,not_edited
stede,n,place,place,not_edited
stedefæst,adj,firmly fixed; rooted to one spot; secure,firmly fixed; rooted to one spot; secure,not_edited
stedefæstnes,n," steadfastness, consistency","steadfastness, consistency",edited
stefn,n,voice,voice,not_edited
stelan,v,to steal,to steal,not_edited
stellan,v," to set, to place","to set, to place",edited
stemn,n,stem,stem,not_edited
stempan,v,to stamp or stomp,to stamp or stomp,not_edited
stenc,n,smell,smell,not_edited
steopcild,n,stepchild,stepchild,not_edited
steopdohtor,n,stepdaughter,stepdaughter,not_edited
steopfæder,n,stepfather,stepfather,not_edited
steopmodor,n,stepmother,stepmother,not_edited
steopsunu,n,stepson,stepson,not_edited
steor,n,young bull,young bull,not_edited
steore,n," direction, discipline","direction, discipline",edited
steorend,n," director; ruler, leader, governor","director; ruler, leader, governor",edited
steorfa,n," pestilence, mortality","pestilence, mortality",edited
steorfan,v,to die,to die,not_edited
steorleas,adj," without restrain; unruly, ungovernable, fierce","without restrain; unruly, ungovernable, fierce",edited
steorn,n,forehead,forehead,not_edited
steorra,n,star,star,not_edited
steort,n,tail,tail,not_edited
steorwiglere,n,astronomer,astronomer,not_edited
steppan,v,to step,to step,not_edited
sticca,n,stick,stick,not_edited
stice,n,stitch,stitch,not_edited
stician,vt," to pierce, to stab, to prick, to stick","to pierce, to stab, to prick, to stick",edited
stiele,n,steel,steel,not_edited
stielen,adj,made of steel,made of steel,not_edited
stieman,v," to give off, emit (a scent, odour)","to give off, emit (a scent, odour)",edited
stiepel,n,tower,tower,not_edited
stieran,v,to steer,to steer,not_edited
stif,adj," Stiff, firm, hard ","Stiff, firm, hard",edited
stig,n,path (especially steep or narrow),path (steep or narrow),edited
stigan,v,to go,to go,not_edited
stigel,n,stile,stile,not_edited
stillan,vi," become calm, abate, subside","become calm, abate, subside",edited
stille,adj,still,still,not_edited
stilnes,n," stillness, silence, quiet, absence of speech, noise, or movement","stillness, silence, quiet, absence of speech, noise, or movement",edited
stincan,v,to smell (give off a scent),to smell (give off a scent),not_edited
sting,n," sting, stinging (of an animal)","sting, stinging (of an animal)",edited
stingan,v,to stab,to stab,not_edited
stirc,n,stirk,stirk,not_edited
stoc,n," house, dwelling; place","house, dwelling; place",edited
stocc,n," stock, stump; log; stake, post","stock, stump; log; stake, post",edited
stod,n,an enclosure for breeding horses,an enclosure for breeding horses,not_edited
stofn,n,stem,stem,not_edited
stol,n," chair, seat","chair, seat",edited
stoppian,v,to stop,to stop,not_edited
stor,n,frankincense,frankincense,not_edited
storc,n,stork,stork,not_edited
storm,n,storm,storm,not_edited
stow,n,a place,a place,not_edited
stowlic,adj,local,local,not_edited
stracian,v,to stroke,to stroke,not_edited
strand,n,beach,beach,not_edited
strang,adj,strong,strong,not_edited
stream,n,flowing water; current,flowing water; current,not_edited
streaw,n,straw,straw,not_edited
streawberige,n,strawberry,strawberry,not_edited
streawian,v,to strew,to strew,not_edited
streccan,v," to stretch, hold out, extend","to stretch, hold out, extend",edited
stregdan,v," to strew, spread, scatter, sprinkle","to strew, spread, scatter, sprinkle",edited
streng,n,string,string,not_edited
strengþu,n,physical strength; power to do; force; vigour; fortitude; efficacy,physical strength; power to do; force; vigour; fortitude; efficacy,not_edited
strican,v," to pass lightly over, stroke, smooth, rub","to pass lightly over, stroke, smooth, rub",edited
stridan,v," to stride, straddle, mount","to stride, straddle, mount",edited
striend,n,generation; race; kin; stock; tribe,generation; race; kin; stock; tribe,not_edited
strod,n,marshy land (overgrown with brushwood),marshy land (overgrown with brushwood),not_edited
strudan,v," to pillage, bereave; rob, plunder; defraud","to pillage, bereave; rob, plunder; defraud",edited
struta,n,ostrich,ostrich,not_edited
stryndan,v,to waste,to waste,not_edited
stræc,adj," strict, severe, firm, rigorous, stern, hard","strict, severe, firm, rigorous, stern, hard",edited
stræl,n,an arrow,an arrow,not_edited
stræt,n," road, street","road, street",edited
studu,n,prop,prop,not_edited
stulor,adj," furtive, secretive, clandestine, acting with stealth, stealthy","furtive, secretive, clandestine, acting with stealth, stealthy",edited
stund,n," time, while","time, while",edited
stunian,vi,to make a loud sound; crash,to make a loud sound; crash,not_edited
stunt,adj," stupid, foolish","stupid, foolish",edited
stupian,v," to stoop, bend over","to stoop, bend over",edited
stybb,n,stump of a tree; stub,stump of a tree; stub,not_edited
stycce,n,piece,piece,not_edited
styntan,v," to blunt, to dull","to blunt, to dull",edited
styrede,v,past tense of styrian,past tense of styrian,not_edited
styria,n,sturgeon,sturgeon,not_edited
styrung,n," movement, motion","movement, motion",edited
stæf,n,staff,staff,not_edited
stæfcræft,n,grammar,grammar,not_edited
stæfgefeg,n,a combination of letters,a combination of letters,not_edited
stæfleahter,n,grammatical error,grammatical error,not_edited
stæflic,adj,literal,literal,not_edited
stæfrof,n,alphabet,alphabet,not_edited
stæfwis,adj," learned, lettered","learned, lettered",edited
stæfwritere,n," writer, author, writer of letters","writer, author, writer of letters",edited
stæg,n,a stay (rope); a rope supporting a mast,a stay (rope); a rope supporting a mast,not_edited
stægel,adj,steep,steep,not_edited
stæger,n," stair, step; staircase","stair, step; staircase",edited
stæl,n,place,place,not_edited
stælan,v," to establish, found, institute","to establish, found, institute",edited
stælhran,n,decoy reindeer (used to catch wild reindeer),decoy reindeer (used to catch wild reindeer),not_edited
stælwierþe,adj,able to stand in good stead; serviceable,able to stand in good stead; serviceable,not_edited
stæna,n," a stean [stone or earthen vessel], jar, pot","a stean [stone or earthen vessel], jar, pot",edited
stænen,adj,made of stone,made of stone,not_edited
stæpe,n,step,step,not_edited
stær,n,starling,starling,not_edited
su,n,sow (female pig),sow (female pig),not_edited
sucan,v,to suck,to suck,not_edited
successe,n," outcome, result","outcome, result",edited
sufel,n," anything eaten with bread, e.g. meat, vegetables, butter, cheese, etc","anything eaten with bread, e.g. meat, vegetables, butter, cheese, etc",edited
sugan,v,to suck,to suck,not_edited
sugu,n,sow (female pig),sow (female pig),not_edited
sul,n,plough,plough,not_edited
sulh,n,plough (implement),plough (implement),not_edited
sumerhus,n,summerhouse,summerhouse,not_edited
sumerlæcan,v,to draw near to summer,to draw near to summer,not_edited
sumor,n,summer,summer,not_edited
sumorlic,adj,summer; summerly; summerlike,summer; summerly; summerlike,not_edited
sunbryne,n,sunburn,sunburn,not_edited
sund,n,swimming,swimming,not_edited
sundrian,v,to sunder,to sunder,not_edited
sundwudu,n,ship,ship,not_edited
sunlic,adj," solar, of the sun","solar, of the sun",edited
sunnandæg,n,Sunday,Sunday,not_edited
sunnanmorgen,n,Sunday morning,Sunday morning,not_edited
sunnanniht,n,Saturday night,Saturday night,not_edited
sunnanæfen,n,Saturday evening,Saturday evening,not_edited
sunne,n,sun,sun,not_edited
sunnebeam,n,sunbeam,sunbeam,not_edited
sunnfolgend,n,the heliotrope flower,the heliotrope flower,not_edited
sunsunu,n," a grandson, specifically the son of one's son","a grandson, specifically the son of one's son",edited
sunu,n," son, male child","son, male child",edited
sunwlitig,adj,beautiful with the sunshine,beautiful with the sunshine,not_edited
sur,adj,sour,sour,not_edited
sure,n,sorrel,sorrel,not_edited
surnes,n,sourness,sourness,not_edited
susl,n,torment; anguish; agony,torment; anguish; agony,not_edited
suþ,adj,south,south,not_edited
suþerne,adj,southern,southern,not_edited
swamm,n," mushroom, fungus","mushroom, fungus",edited
swan,n,swan,swan,not_edited
swapan,v,to sweep,to sweep,not_edited
swaru,n," an oath, vow","an oath, vow",edited
swat,n,sweat,sweat,not_edited
swatþyrel,n," pore, sweat pore","pore, sweat pore",edited
swaþrian,v," to subside, become still, calm down","to subside, become still, calm down",edited
swealwe,n,swallow (bird),swallow (bird),not_edited
sweard,n," skin, rind ","skin, rind",edited
swearm,n,swarm,swarm,not_edited
sweart,adj," swarthy, black, dark; gloomy; evil, infamous","swarthy, black, dark; gloomy; evil, infamous",edited
sweartian,v,to blacken,to blacken,not_edited
sweartness,n,blackness,blackness,not_edited
swebban,v," to send to sleep, lull","to send to sleep, lull",edited
swefan,v,to sleep,to sleep,not_edited
swefl,n," sulfur, brimstone","sulfur, brimstone",edited
sweflen,adj," sulfurous, brimstony","sulfurous, brimstony",edited
swefn,n,dream,dream,not_edited
sweg,n," unregulated sound, noise","unregulated sound, noise",edited
swegan,v,to make a noise,to make a noise,not_edited
swegelwuldor,n,the glory of heaven; heavenly glory,the glory of heaven; heavenly glory,not_edited
sweger,n,mother-in-law,mother-in-law,not_edited
swegl,n," the heavens, the sky","the heavens, the sky",edited
swelgan,v,to swallow,to swallow,not_edited
swellan,v,to swell,to swell,not_edited
sweltan,v,to die,to die,not_edited
swencan,v,to cause to labor; to cause trouble (to somebody),to cause to labor; to cause trouble (to somebody),not_edited
sweofot,n,sleep; slumber,sleep; slumber,not_edited
sweor,n,father-in-law,father-in-law,not_edited
sweora,n,neck,neck,not_edited
sweorcan,v," to darken, be obscured","to darken, be obscured",edited
sweord,n,a sword,a sword,not_edited
sweorfan,v," to scour, polish, file, rub","to scour, polish, file, rub",edited
sweostor,n,sister,sister,not_edited
sweotol,adj," clear, intelligible; evident, distinct","clear, intelligible; evident, distinct",edited
swerian,v," to swear (an oath), to promise","to swear (an oath), to promise",edited
swete,adj,sweet,sweet,not_edited
swetnes,n,sweetness,sweetness,not_edited
sweþel,n,a swathe; wrap; band; bandage,a swathe; wrap; band; bandage,not_edited
swic,n," deception, illusion","deception, illusion",edited
swica,n,deceiver,deceiver,not_edited
swican,v," to wander, to move about","to wander, to move about",edited
swicdom,n," deceit, fraud","deceit, fraud",edited
swicol,adj," deceitful, false, treacherous","deceitful, false, treacherous",edited
swifan,v," to move in a course, revolve","to move in a course, revolve",edited
swift,adj," swift, quick","swift, quick",edited
swiftnes,n," swiftness, fleetness, celerity","swiftness, fleetness, celerity",edited
swige,n," silence, absence of speech or noise","silence, absence of speech or noise",edited
swigian,v,to be silent,to be silent,not_edited
swimman,v,to swim,to swim,not_edited
swin,n,pig,pig,not_edited
swinc,n," toil, work, effort, hardship, labor","toil, work, effort, hardship, labor",edited
swincan,v," to toil, labour","to toil, labour",edited
swindan,v," to waste away, languish, grow languid, be consumed","to waste away, languish, grow languid, be consumed",edited
swingan,v,to swing,to swing,not_edited
swinhierde,n,swineherd,swineherd,not_edited
swinn,n,melody,melody,not_edited
swinsian,v,to sound melodiously; make melody; sing,to sound melodiously; make melody; sing,not_edited
swiþ,adj," strong, mighty","strong, mighty",edited
swiþan,v," to strengthen, support","to strengthen, support",edited
swiþferhþ,adj," strong-hearted, brave, daring","strong-hearted, brave, daring",edited
swiþlic,adj," immense, great, violent","immense, great, violent",edited
swiþness,n,strength,strength,not_edited
swiþra,adj,right (direction),right (direction),not_edited
swogan,v," to resound, sound, rush, roar","to resound, sound, rush, roar",edited
swogen,adj," senseless, overcome, rushed, swooned, giddy, faint","senseless, overcome, rushed, swooned, giddy, faint",edited
swæcc,n," flavor, taste; smell, odour, fragrance","flavor, taste; smell, odour, fragrance",edited
swær,adj,heavy,heavy,not_edited
swæs,adj," dear, beloved","dear, beloved",edited
swæslæcan,v," to flatter, talk up; cajole, coax","to flatter, talk up; cajole, coax",edited
swætan,v,to sweat,to sweat,not_edited
swæþ,n," track, trace","track, trace",edited
syferlic,adj," sober, moderate","sober, moderate",edited
syferness,n," sobriety, moderation, temperance","sobriety, moderation, temperance",edited
syferæte,adj," moderate in eating, abstemious","moderate in eating, abstemious",edited
syflige,n,dish eaten with bread,dish eaten with bread,not_edited
syfre,adj," sober, pure, temperate, circumspect","sober, pure, temperate, circumspect",edited
syl,n," pillar, column; support","pillar, column; support",edited
synderlic,adj," special, private, separate; sunder, peculiar, that is done apart, not public, remote","special, private, separate; sunder, peculiar, that is done apart, not public, remote",edited
syndrian,v,to sunder; separate,to sunder; separate,not_edited
synful,adj," sinful, guilty, wicked, corrupt","sinful, guilty, wicked, corrupt",edited
syngian,v,to sin,to sin,not_edited
synleas,adj," without sin, sinless","without sin, sinless",edited
synn,n,sin,sin,not_edited
synnig,adj,sinful; wicked,sinful; wicked,not_edited
sæ,n," sea, ocean","sea, ocean",edited
sæbat,n,ship,ship,not_edited
sæcc,n," battle, strife, fighting","battle, strife, fighting",edited
sæcyrr,n,a withdrawal of the sea,a withdrawal of the sea,not_edited
sæd,adj," full, sated","full, sated",edited
sædeor,n,sea beast; aquatic animal,sea beast; aquatic animal,not_edited
sæfæreld,n,sea passage,sea passage,not_edited
sægrund,n," the bottom of the sea, seabed","the bottom of the sea, seabed",edited
sæl,n," room, great hall, (large) house, castle","room, great hall, (large) house, castle",edited
sælac,n,sea-gift,sea-gift,not_edited
sælan,v," to bind (with rope), restrain","to bind , restrain",edited
sælig,adj," blessed, fortunate, prosperous, happy","blessed, fortunate, prosperous, happy",edited
sæliþend,n," seafarer, sailor","seafarer, sailor",edited
sælþ,n,happiness; joy; felicity,happiness; joy; felicity,not_edited
sæmest,adj," worst, most inferior, weakest","worst, most inferior, weakest",edited
sæmeþe,adj,sea-weary,sea-weary,not_edited
sæmra,adj," worse, inferior, weaker","worse, inferior, weaker",edited
sæp,n,sap (of plants etc.),sap (of plants etc.),not_edited
sæpig,adj," full of sap, succulent, sappy, juicy","full of sap, succulent, sappy, juicy",edited
sæteresdæg,n,Saturday,Saturday,not_edited
sæterndæg,n,Saturday,Saturday,not_edited
sæternesdæg,n,Saturday; the seventh day of the week,Saturday; the seventh day of the week,not_edited
sæweard,n,coast guard,coast guard,not_edited
sæwudu,n,boat; ship,boat; ship,not_edited
